CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,90,48.99
133.0,0.0,0.0,192.0,0.0,927.4,839.2,90,47.71
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,47.03
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,55.9
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,44.4
252.0,187.0,137.0,201.0,8.0,869.0,695.0,28,59.0
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,53.77
213.8,98.1,24.5,181.7,6.9,1065.8,785.5,3,14.5
154.0,0.0,0.0,176.0,9.0,877.0,868.0,28,25.18
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,13.33
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,40.2
284.0,15.0,113.0,168.0,9.0,861.0,812.0,28,25.57
212.1,0.0,0.0,180.3,7.8,1057.6,779.3,28,58.52
139.6,209.4,0.0,192.0,0.0,943.1,871.8,3,13.29
322.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,35.23
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,39.6
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,23.85
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,37.8
277.1,0.0,97.4,160.6,11.8,973.9,870.3,14,34.49
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,36.99
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,25.2
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,33.36
500.1,0.0,0.0,180.3,0.0,1000.0,828.5,28,33.01
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,21.16
389.9,189.0,94.6,145.9,22.0,944.7,755.8,91,46.25
133.0,0.0,200.0,200.0,0.0,1000.0,833.0,14,47.03
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,43.25
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,26.77
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,11.47
331.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,39.15
313.0,187.0,0.0,178.0,11.0,917.0,759.0,28,39.7
313.0,0.0,0.0,178.0,8.0,1002.0,689.0,28,44.52
255.0,0.0,0.0,192.0,0.0,889.8,945.0,360,45.84
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,7.51
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,28.3
350.0,0.0,0.0,174.0,9.0,1033.0,775.0,28,56.81
276.0,116.0,0.0,195.0,3.0,833.0,790.0,28,51.86
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,39.61
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,50.08
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.2
135.0,0.0,0.0,196.0,3.0,949.0,795.0,28,33.04
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,41.05
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,27.68
387.0,20.0,0.0,183.8,0.0,938.2,845.0,7,12.47
194.7,0.0,194.9,143.3,11.6,1005.6,800.9,56,66.0
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,48.79
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,66.78
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,39.7
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,44.28
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,17.37
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,55.2
393.0,0.0,0.0,192.0,0.0,1040.6,734.3,7,17.34
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,18.13
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,52.5
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,26.97
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,27.53
516.0,0.0,141.0,141.0,11.3,801.0,893.0,28,78.8
154.4,184.0,0.0,193.0,7.0,965.4,754.3,28,33.3
153.9,145.0,113.0,167.0,15.9,987.8,889.0,7,26.06
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,6.9
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,12.84
310.0,117.2,98.8,158.5,14.3,1014.3,830.4,28,56.61
133.0,200.0,0.0,192.0,7.0,965.4,806.2,3,22.32
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,39.42
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.5
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,18.75
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,38.0
190.7,0.0,125.2,166.6,0.0,1079.0,739.3,7,15.53
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,16.26
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,25.18
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,24.58
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,74.5
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,21.07
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,44.13
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,31.72
251.4,0.0,118.3,192.9,5.8,1043.6,759.3,14,21.92
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,39.58
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,18.03
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,27.63
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.86
397.0,0.0,0.0,186.0,0.0,940.0,758.0,28,32.25
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,25.97
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,70.7
192.0,288.0,0.0,192.0,0.0,972.6,749.1,28,21.18
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,7.4
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,21.91
190.3,0.0,125.1,166.6,9.9,1079.0,798.9,56,53.9
475.0,118.8,0.0,181.1,3.4,852.1,781.5,100,46.23
154.8,0.0,142.8,193.3,10.0,1021.8,678.0,14,24.24
375.0,0.0,0.0,186.0,12.3,852.0,783.0,7,29.75
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,11.47
166.1,250.2,125.2,167.4,12.8,1086.8,804.0,28,40.06
396.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,62.05
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,49.77
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,33.04
307.0,0.0,0.0,193.0,0.0,968.0,812.0,7,24.39
298.1,0.0,107.0,164.6,12.1,879.0,815.2,28,79.3
166.1,0.0,174.2,176.5,11.7,1007.2,893.7,3,25.57
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,22.35
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,34.24
139.6,209.4,0.0,192.0,0.0,1047.0,749.1,90,46.24
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,42.64
108.3,163.8,94.6,203.5,1.6,947.0,746.8,28,39.66
425.0,106.3,0.0,153.5,16.5,852.1,845.0,3,46.9
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,26.86
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,31.18
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,19.01
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.5
173.8,93.8,173.8,166.6,11.7,1049.3,692.6,56,55.64
425.0,106.3,0.0,153.9,8.9,852.1,887.1,91,55.65
313.0,145.0,0.0,178.0,8.0,870.0,730.0,28,33.69
212.1,0.0,100.4,159.3,5.7,1007.2,746.6,56,44.14
190.3,0.0,125.2,166.6,7.8,1079.0,798.9,100,46.23
255.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,45.9
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,53.58
356.9,119.7,0.0,160.2,22.1,923.2,657.9,28,43.57
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,22.53
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.05
141.3,206.0,0.0,151.4,18.6,936.0,803.7,3,7.4
277.0,0.0,0.0,191.0,4.0,968.0,856.0,180,35.87
323.7,45.2,141.8,170.2,10.2,942.7,659.9,7,29.79
289.0,133.7,0.0,203.5,0.0,924.1,760.1,28,26.74
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,30.12
165.0,0.0,143.0,163.0,0.0,1005.6,900.9,14,19.2
266.0,114.0,0.0,192.0,0.0,932.0,670.0,28,23.64
183.9,122.6,0.0,203.5,0.0,959.2,800.1,7,11.41
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,59.8
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,30.28
250.0,0.0,0.0,191.0,0.0,1047.0,806.0,28,31.81
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,26.77
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,180,41.05
157.0,236.0,0.0,191.0,0.0,878.0,655.0,28,39.38
236.0,0.0,0.0,193.0,0.0,968.0,805.0,7,23.89
500.0,0.0,0.0,175.0,0.0,1066.0,770.0,28,28.63
500.1,0.0,0.0,200.0,0.0,1124.4,613.2,90,50.46
275.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,32.72
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,44.61
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,21.86
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,31.38
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,9.85
376.0,106.3,0.0,153.5,16.5,852.1,887.1,7,59.3
230.0,230.5,0.0,195.5,5.3,1029.4,658.9,28,33.7
325.6,214.6,0.0,203.5,0.0,963.4,630.0,14,18.75
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,21.78
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,27.04
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,47.03
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,33.8
236.0,0.0,0.0,194.0,0.0,968.0,804.0,3,7.32
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,55.26
170.3,155.5,0.0,185.7,0.0,1026.6,830.0,7,19.01
500.0,0.0,0.0,200.0,3.0,1125.0,613.0,28,36.35
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,31.35
266.1,98.1,87.1,191.8,6.1,824.1,657.0,56,58.61
251.4,0.0,118.3,188.5,5.8,1029.4,757.7,56,34.57
296.0,0.0,0.0,185.0,0.0,1066.0,769.0,28,21.16
147.8,114.6,0.0,201.3,7.8,860.0,829.5,28,36.97
310.0,0.0,0.0,192.0,0.0,971.0,850.6,90,67.31
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,4.57
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,53.58
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,68.75
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,53.39
389.9,189.0,0.0,145.9,22.0,944.7,694.9,3,12.05
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.71
261.0,100.0,78.0,171.0,10.0,936.0,763.0,28,41.16
182.0,0.0,0.0,170.2,8.2,1059.4,780.7,28,72.1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,36.84
133.0,0.0,0.0,192.0,0.0,927.4,839.2,7,14.5
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,39.7
397.0,0.0,0.0,185.7,0.0,1134.3,785.6,28,38.6
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,36.3
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,14.4
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,71.3
133.1,210.7,0.0,197.9,7.0,949.4,696.7,90,54.28
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,66.78
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,21.6
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,45.37
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,46.23
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,24.28
326.0,0.0,0.0,178.0,8.9,870.0,822.0,28,56.61
326.0,0.0,0.0,184.0,9.0,870.0,778.0,28,69.66
382.5,0.0,0.0,185.7,0.0,940.6,664.3,56,53.96
400.0,0.0,0.0,200.0,0.0,1025.0,745.0,28,37.91
225.0,0.0,0.0,184.0,0.0,1113.0,833.0,28,33.96
302.0,0.0,0.0,203.0,0.0,974.0,817.0,90,47.1
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,63.4
165.0,0.0,132.1,163.3,0.0,1005.6,900.9,14,15.82
157.0,236.0,0.0,192.0,0.0,940.6,781.2,7,24.4
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,31.54
230.0,0.0,118.3,195.5,6.1,1028.4,758.6,7,26.86
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,38.7
168.0,42.2,163.8,121.8,5.7,1058.7,780.7,14,25.18
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,7,10.79
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,38.6
234.0,156.0,0.0,189.0,7.0,981.0,760.0,28,32.96
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,39.64
380.0,0.0,0.0,228.0,0.0,932.0,670.0,28,33.94
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,23.52
295.0,0.0,94.0,193.0,11.0,968.0,801.0,120,48.72
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,17.2
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,66.42
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,25.02
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,8.0
238.1,0.0,0.0,185.7,0.0,1118.8,769.3,28,26.32
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,33.7
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,15.53
148.0,0.0,182.0,158.0,16.0,1002.0,830.0,28,7.4
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,35.85
145.4,0.0,178.9,201.7,7.8,867.2,824.0,28,14.7
255.9,0.0,59.3,195.2,6.1,1134.3,755.8,28,27.53
212.5,0.0,100.4,159.2,7.5,1007.3,903.6,56,74.99
397.0,0.0,0.0,192.0,0.0,940.6,785.6,28,23.4
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,90,25.18
276.0,119.0,0.0,190.0,9.0,1012.0,830.0,28,63.53
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,18.0
157.0,236.0,0.0,193.0,0.0,968.0,695.0,28,61.09
332.5,142.5,0.0,228.0,0.0,932.0,594.0,3,4.57
266.0,90.0,78.0,199.0,10.0,931.0,762.0,28,69.66
286.3,0.0,0.0,144.7,0.0,1002.0,803.7,28,46.2
135.7,0.0,195.2,181.7,9.5,959.2,705.2,28,13.2
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,53.39
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,65.2
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,61.07
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,39.0
349.0,0.0,0.0,192.0,0.0,1047.0,806.2,180,37.92
389.9,137.2,0.0,189.3,0.0,944.7,781.2,3,23.51
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,3,13.09
238.1,0.0,0.0,186.7,0.0,949.9,847.0,28,31.18
480.0,0.0,0.0,192.0,0.0,936.2,712.2,180,43.01
359.4,19.6,141.6,154.8,9.6,941.6,801.9,7,36.25
401.8,94.7,0.0,147.4,11.4,946.8,852.2,56,66.7
375.0,93.8,0.0,126.6,23.4,852.1,992.6,100,51.72
167.4,129.9,128.6,175.5,7.8,1007.3,746.6,100,49.77
385.0,20.0,94.0,157.0,14.3,938.0,845.0,28,59.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,27.68
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,53.3
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,46.23
313.3,262.2,0.0,175.5,0.0,1046.9,611.8,90,65.2
190.8,190.3,185.7,185.7,0.0,1055.0,744.3,28,27.22
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,65.91
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,39.45
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,31.35
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,40.93
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,47.28
144.7,139.4,0.0,193.3,9.4,880.4,678.0,28,32.76
213.8,98.1,24.5,181.7,9.5,1065.8,785.4,28,38.7
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,15.53
298.0,0.0,107.0,167.0,11.0,919.0,781.0,28,46.23
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,27.42
385.0,0.0,0.0,186.0,0.0,1066.0,763.0,28,76.8
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,61.24
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,25.75
276.0,144.0,0.0,180.0,11.0,903.0,768.0,28,31.18
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,69.66
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,41.72
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,56.83
198.6,0.0,0.0,192.0,0.0,978.4,825.5,28,25.1
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,57.21
393.0,0.0,0.0,192.0,0.0,940.0,785.0,3,24.66
252.3,0.0,98.8,192.9,7.0,953.4,885.0,7,39.45
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,13.54
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,14.59
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,60.95
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,34.4
296.0,0.0,0.0,192.0,0.0,1031.0,758.0,28,33.06
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,52.45
122.6,183.9,0.0,203.5,0.0,958.2,800.9,7,12.18
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,40.93
135.0,162.0,126.0,172.0,10.0,923.0,764.0,28,36.45
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.66
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,24.9
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,37.8
133.1,200.0,0.0,203.5,0.0,927.4,839.2,7,20.73
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,23.74
170.3,163.8,0.0,196.1,6.1,1026.6,756.7,28,29.07
236.0,0.0,0.0,192.0,0.0,968.0,885.0,28,29.75
427.5,47.5,0.0,228.0,0.0,932.0,670.0,7,35.3
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,25.1
322.0,0.0,0.0,184.0,0.0,968.0,816.0,7,12.46
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,52.01
134.0,166.0,134.0,179.0,18.0,879.0,774.0,28,52.3
516.0,0.0,0.0,162.0,12.3,967.0,871.0,28,45.37
212.6,0.0,100.4,159.4,10.4,1003.5,903.8,14,33.31
350.0,0.0,0.0,203.0,0.0,1085.0,775.0,14,29.41
159.0,209.0,0.0,193.0,9.0,1047.0,697.0,28,39.42
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,50.6
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,47.4
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,15.34
213.5,42.1,174.2,154.6,11.7,1052.3,775.5,14,41.54
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,39.46
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,44.14
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,23.85
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,30.12
380.0,342.1,0.0,228.0,0.0,955.1,694.1,28,32.05
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,49.19
393.0,0.0,0.0,190.0,0.0,1119.0,784.0,7,9.13
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,37.27
439.0,177.0,0.0,186.4,11.2,878.6,707.9,28,63.53
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,24.58
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,63.14
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,33.12
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,35.3
322.5,210.7,0.0,185.7,10.0,979.6,613.2,28,35.86
491.0,26.0,123.0,210.0,3.9,882.0,699.0,90,41.16
307.0,0.0,0.0,193.0,0.0,968.0,712.0,90,40.86
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,3.32
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,43.94
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,61.99
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,34.74
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,19.69
385.0,0.0,0.0,186.0,0.0,966.0,763.0,270,40.15
212.5,0.0,100.4,159.5,8.7,1005.8,903.8,100,42.42
116.0,173.0,0.0,192.0,0.0,1002.0,785.6,90,51.04
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,66.9
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,30.39
166.0,260.0,0.0,181.4,12.6,859.0,827.0,56,35.76
167.0,129.8,167.0,177.9,5.7,1043.6,746.6,14,17.24
212.6,0.0,124.8,159.4,8.9,1085.4,799.5,56,37.81
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,14,50.73
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,27.68
251.4,0.0,98.8,146.1,10.4,1006.0,899.8,100,55.51
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,56.34
166.0,0.0,150.4,180.8,11.7,1023.3,729.7,28,44.61
173.8,93.4,159.9,172.3,9.7,1007.3,746.6,91,74.36
139.6,192.0,0.0,192.0,0.0,1047.0,806.9,3,27.94
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,32.4
349.0,0.0,0.0,192.0,0.0,1047.0,758.0,7,39.29
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,43.57
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,42.29
302.0,0.0,0.0,192.0,0.0,942.0,801.0,7,31.74
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,54.9
359.9,19.0,141.9,154.8,10.9,942.7,801.4,91,66.9
251.4,0.0,0.0,170.2,10.2,1043.6,754.3,56,57.23
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,24.48
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,37.33
251.4,0.0,118.3,185.7,5.8,1069.3,754.3,3,14.84
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,55.55
380.0,95.0,0.0,228.0,0.0,932.0,670.0,90,52.3
213.7,0.0,174.7,154.8,11.2,1052.3,811.8,100,56.14
192.0,288.0,0.0,192.0,0.0,935.4,806.2,90,67.57
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,53.39
153.6,145.3,112.6,178.9,10.0,822.2,824.0,28,42.13
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,30.12
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,61.46
212.5,0.0,100.4,159.3,0.0,1007.8,903.6,14,25.89
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,50.24
295.0,0.0,0.0,183.0,0.0,1060.0,734.0,7,14.59
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,37.23
374.0,0.0,0.0,170.2,5.3,927.4,739.3,28,61.07
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,38.6
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,180,66.1
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,61.07
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,41.05
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,35.31
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,66.95
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,36.64
277.0,0.0,0.0,191.0,3.0,968.0,676.0,28,29.0
331.0,193.0,0.0,193.0,0.0,978.0,825.0,3,9.74
500.0,0.0,0.0,182.0,12.0,1125.0,613.0,28,31.02
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,25.62
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,25.72
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,45.08
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.04
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,180,27.63
281.0,0.0,0.0,185.0,0.0,1104.0,784.0,28,23.69
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,18.13
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28,29.07
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,59.2
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,33.4
313.0,0.0,113.0,174.0,8.0,1002.0,783.0,28,42.62
446.0,24.0,79.0,162.0,0.0,967.0,712.0,7,38.6
252.0,0.0,0.0,180.0,0.0,1125.0,613.0,180,36.44
359.0,0.0,0.0,162.0,10.9,942.0,801.0,56,39.3
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,31.88
425.0,106.3,0.0,153.5,16.5,887.1,889.0,28,27.92
531.3,0.0,0.0,146.1,14.2,852.1,893.7,28,41.84
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,32.25
296.0,0.0,0.0,186.0,0.0,1119.0,769.0,28,21.54
382.5,0.0,0.0,185.7,0.0,1040.6,734.3,28,55.64
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,18.13
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,77.3
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,15.03
300.0,0.0,0.0,185.0,0.0,1030.0,745.0,28,51.43
166.8,0.0,163.0,176.5,4.5,1058.7,780.1,14,29.75
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,50.53
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,66.6
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,31.42
133.0,200.0,0.0,192.0,0.0,927.4,839.2,180,41.1
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,42.29
250.0,0.0,0.0,190.0,0.0,1100.0,820.0,28,49.2
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.12
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,26.31
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,10.35
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,23.52
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,9.69
148.1,116.0,106.1,209.7,8.1,878.8,847.0,28,46.39
139.6,0.0,0.0,192.0,0.0,947.0,839.2,7,8.0
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,61.24
500.0,147.2,0.0,200.0,0.0,1125.0,605.0,7,25.69
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,9.74
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,21.91
425.0,106.3,0.0,186.4,8.6,852.1,887.1,7,36.25
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,37.23
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.66
